Num,Post,Date,Like,Like_ID,Share,Share_ID,Share_Content,Comment,Comment_ID,Comment_Content
11,高原气候还是很冷，风刮的脸还很疼。堆肥温度还是很高的 4天上到64度，由于时间紧迫直接拉到地里也就等于翻堆了在地里再次发酵。 ​​​,2017-4-11,4,"['2435587595', '6034513437', '3162477211', '2719898561']",2,[],,0,[],
12,土豆卖完回来就开始准备粪肥，为了赶时间用EM菌加快发酵。可怜父母本不想让他们累了自己哪怕多干几天也没事，可是他们不愿意看我自己累多少都要帮的干。200克一袋菌加2斤玉米面发酵五吨肥。我用了6袋还不够估计加少了。现在就等升温发酵了。 ​​​,2017-4-6,3,"['2682665271', '1007666255', '2435587595']",2,['1862532991'],:转发微博 ,0,[],
13,清仓土豆5斤红白混搭，除偏远地区外，大部分地区包邮，数量不多，卖完为止，想吃等9月才会有新的  http://t.cn/R6MVEvj，最后几百斤马上就没了。 ​​​,2017-3-25,4,"['2507560660', '1751798575', '1746789302', '2435587595']",0,[],,2,['1996464981'],今天在市集买了一袋15元，回家打开发现几乎每个土豆都有很多芽眼，而且不少已经发出了芽，这样的不会有毒素吗。早知如此，就买8块一斤的吃个放心了
14,今年土豆虽然丰收但是雨量较大土豆皮薄易破损，没办法只有把最好的没有一点伤疤的给客户，带伤的太多几乎破皮有三分之二。破皮的土豆就是外观不好看有干伤里面还是和好土豆一样的。所以今天开始特价处理30元7斤运费自理，家里冷藏或阴凉处放一到俩周没问题，淘宝微店都可以拍。特价土豆半价出售/品相不好/每箱7斤/泡沫箱发货/建议半个月吃完 ​​​,2017-2-9,1,['1273057790'],0,[],,1,[],
15,#年货大集#本周末三集！周五、周六两天五彩城年货大集，同时周六三元桥凤凰商街开集！马上要过春节，市集特别策划，带来整两天的有机农夫年货大集，除了靠谱放心有机出产的好食材外，还有各类民俗和环保小活动，让大家逛得舒心，吃得健康，过一个充实美味的春节！[围观][围观]除了本地农友食材，还 ​​​ 全文,2017-1-20,4,"['3182549883', '1765926591', '6100025798', '5587914316', '1988461523']",0,[],,0,[],
16,亲们！过年的饺子面准备好了吗？悄悄告诉您，我家的面粉包饺子好好吃哦！现在还买2包送玉米面或大黄米面，还不快戳！老品种小麦粉/迎新年大促买2包送玉米面或大黄米面/中高筋/2500g ​​​,2017-1-3,0,[],0,[],,0,[],
17,这么多照片都是市集给我留下的点滴，非常感谢。希望能全年都参加市集给客户带来更多安全可靠的食物。 ​​​,2016-12-24,9,"['5597189830', '2740066065', '1578644800', '2435587595', '1596858933', '5815669173', '1402226723', '1746789302', '2703530915']",2,['316608889'],:笑容一直没变啊 ,2,"['2214838733', '5516731834']",[good]$笑容一直没变啊
18,#开集啦#今天老地方崇文门新活馆二楼开集喽，已经能感受到圣诞节的气氛啦，开集时间下午一点结束，集友们快来赶集，今天有二十家农友来崇文门~赶集购买农友食材做顿平安夜大餐喽~[围脖][围脖][蛋糕][蛋糕]明天还有三元桥集室三周年庆市集，今明赶集农友名单戳：集室趣记（下篇）：一个社区小菜店的一年 ​​​,2016-12-24,1,"['2872309424', '1746789302']",0,[],,2,['2140508523'],平人农场草莓明天有吗 怎么卖的
19,今日市集，@沃翠源 新推出了九蒸九晒的醋泡黑豆，养气补肾，味道还很不错越嚼越香！蘑菇哥难得蘑菇的产量跟上，不用担心买不到啦[鼓掌]@分享收获CSA 竟然有这么多的西红柿，大冬天实属不易！@乐活村-乐活先生 鸡蛋依旧买二送一，@快乐返乡青年 破皮土豆20/5斤，再实惠不过！最豪的当属@米酒先生 家，今 ​​​ 全文,2016-12-15,4,"['2718876673', '5388632800', '5151037817', '1915085262', '2747799077', '1746789302', '1215694204']",0,[],,0,[],
20,村里的人走出去的很多留下了破烂不堪的房屋，同时也留下了美好的环境。屋后的黄花菜开了也预示这杏熟了，被虫子咬过的杏提前掉了下来，每年要拾一个多月的杏才能全部收完。每年8月份是西红柿下来的季节，摘完杏开始吃西红柿。明年又要种村里老品种西红柿，记得来吃很甜很沙。 ​​​,2016-12-13,17,"['2854281144', '1299066733', '5047889941', '5205600457', '2740066065', '1762097564', '1596939580', '2435587595', '1367508437', '2658361251']",1,[],,4,"['579922049', '2435587595']",:[good][赞]$世界上最好吃的東西是西紅柿和玉米[哈哈]
21,快乐返乡青年生态农场，双十二活动继续进行！买120，送价值12元的紫土豆一斤，紫土豆含丰富的花青素，可以预防衰老，不要错过机会哦！还有好多漂亮的豆豆！[心][围观][威武][耶] ​​​,2016-12-7,2,"['3109034657', '2435587595']",0,[],,1,['2649328897'],刚买一堆啊
22,快乐返乡青年生态农场最后一批洋葱从老家运来了，吃完就等明年了哦 ​​​,2016-12-6,0,[],0,[],,0,[],
23,好消息！双十二活动开始啦！即日起至12月12日，京津冀地区购物满120元的包邮！其他地方酌情减免运费！另送价值12元的紫土豆1斤，请亲拍下联系客服改价，如果直接付款，客服会在发货时核对运费，多付的直接退回到您的支付宝，谢谢各位的支持！快乐返乡青年生态农场 ​​​,2016-12-6,0,[],0,[],,0,[],
24,想自己做杏仁露的来我这里，自己动手。快乐返乡青年生态农场  http://t.cn/Rf8SCnR ​​​,2016-11-30,4,"['2435587595', '1402226723', '1746789302', '1862513305']",1,['2671383555'],:转发微博 ,0,[],
25,今年土豆虽然丰收但是雨量较大土豆皮薄易破损，没办法只有把最好的没有一点伤疤的给客户，带伤的太多几乎破皮有三分之二。破皮的土豆就是外观不好看有干伤里面还是和好土豆一样的。所以今天开始特价处理30元7斤运费自理，家里冷藏或阴凉处放一到俩周没问题，淘宝微店都可以拍。特价土豆半价出售/品相不好/每箱7斤/泡沫箱发货/建议半个月吃完 ​​​,2016-11-25,1,['1273057790'],1,"['579922049', '579922049', '579922049', '579922049']",: 这周还会带破皮土豆，想买家里爱吃的要提前去哦！ $:这周还会带破皮土豆，想买家里爱吃的要提前去哦！ $ 希望让更多爱吃土豆的人们得到这实惠价的消息 $ 希望让更多爱吃土豆的人们得到这实惠价的消息。谢谢大家！ ,0,[],
26,我获得了@微博会员 发来的红包20.00元。 ​​​,2016-11-24,0,[],0,[],,0,[],
27,#开集通知#本周末双集，周六10:00-13:00，崇文门新活馆2层（崇文门东打磨厂街7号，祈年大街路口）；周日10:00-13:00，三元桥凤凰商街，@集室 门口。[围观][围观]周末双集详情及农友名单请戳链接：来赶集，在北京也能吃到法国金奖奶酪！(内附周末大集农友名单) [鼓掌][鼓掌]文中还有@布乐奶酪 掌柜刘阳老师推荐的奶酪小食做法哦；另外周日下午在 ​​​ 全文,2016-11-24,3,"['1665031561', '3070672400']",1,"['5064013702', '579922049', '2036543795']",:要去！屯点儿吃的 $:这周市集我们会带着真诚的微笑和足足的货物来与你相会！ $:这周末的市集是我2016年的最后两个集了，在赶集就是明年3月份了，想在家里猫冬了，如果亲们有要买菜和鸡和鸡蛋的可以加我微信，电话也可以13810366411 ,0,[],
28,我们家羊粪种的土豆在运输当中有些破损其实就是外表有些干伤里面和好的一样。没有别的意思只是想告诉大家我们有时过高的要求把自己害了。就拿土豆来说，大家都想要大的好看的没有破损的，好，现在各大市场超市几乎全能满足你，但是你知道你的要求全是农药换来的，化肥，膨大素，防菌剂老化剂。这些会致 ​​​ 全文,2016-11-23,0,[],0,[],,0,[],
29,今年土豆虽然丰收但是雨量较大土豆皮薄易破损，没办法只有把最好的没有一点伤疤的给客户，带伤的太多几乎破皮有三分之二。破皮的土豆就是外观不好看有干伤里面还是和好土豆一样的。所以今天开始特价处理30元7斤运费自理，家里冷藏或阴凉处放一到俩周没问题，淘宝微店都可以拍。特价土豆半价出售/品相不好/每箱7斤/泡沫箱发货/建议半个月吃完 ​​​,2016-11-18,3,['1273057790'],0,[],,0,[],
30,今年土豆虽然丰收但是雨量较大土豆皮薄易破损，没办法只有把最好的没有一点伤疤的给客户，带伤的太多几乎破皮有三分之二。破皮的土豆就是外观不好看有干伤里面还是和好土豆一样的。所以今天开始特价处理30元7斤运费自理，家里冷藏或阴凉处放一到俩周没问题，淘宝微店都可以拍。特价土豆半价出售/品相不好/每箱7斤/泡沫箱发货/建议半个月吃完 ​​​,2016-11-17,2,['1273057790'],4,"['579922049', '579922049', '579922049', '579922049']",: 这周还会带破皮土豆，想买家里爱吃的要提前去哦！ $:这周还会带破皮土豆，想买家里爱吃的要提前去哦！ $ 希望让更多爱吃土豆的人们得到这实惠价的消息 $ 希望让更多爱吃土豆的人们得到这实惠价的消息。谢谢大家！ ,1,[],
31,今年土豆虽然丰收但是雨量较大土豆皮薄易破损，没办法只有把最好的没有一点伤疤的给客户，带伤的太多几乎破皮有三分之二。破皮的土豆就是外观不好看有干伤里面还是和好土豆一样的。所以今天开始特价处理30元7斤运费自理，家里冷藏或阴凉处放一到俩周没问题，淘宝微店都可以拍。特价土豆半价出售/品相不好/每箱7斤/泡沫箱发货/建议半个月吃完 ​​​,2016-11-17,1,['1273057790'],7,"['579922049', '579922049', '579922049', '579922049']",: 这周还会带破皮土豆，想买家里爱吃的要提前去哦！ $:这周还会带破皮土豆，想买家里爱吃的要提前去哦！ $ 希望让更多爱吃土豆的人们得到这实惠价的消息 $ 希望让更多爱吃土豆的人们得到这实惠价的消息。谢谢大家！ ,0,[],
32,快乐返乡青年/亚麻籽粉/高温容易氧化，请置于冰箱冷藏     亚麻籽粉是由亚麻籽加工而成，亚麻籽中富含人体必需脂肪酸α-亚麻酸，膳食纤维，木酚素及丰富的氨基酸、镁、锌等营养物质。其中α-亚麻酸是ω-3脂肪酸（DHA、EPA）的前体物质，所含的木酚素是其他植物的100-800倍，对人体具有很好的保健作用。 现代人近年的饮食习惯改变， ​​​ 全文,2016-11-16,0,[],0,[],,1,['579922049'],新磨的亚麻籽粉哦！为保证新鲜，一个月磨一次！
33,#开集通知#本周末双集，周六10:00-13:00，崇文门新活馆2层（崇文门东打磨厂街7号，祈年大街路口）；周日10:00-13:00，三元桥凤凰商街，@集室 门口；[围观][围观][围观]冬天来啦，是什么能促使你离开温暖的被窝，走出家门呢？对于小编来说，当然是每周的周末大集啦：冬日聚会 | 本周双集，周六崇文门 周日三元桥凤凰商街等你来！ ​​​,2016-11-11,4,"['1897667223', '1849847155', '1969031857', '5545500805', '2099375404', '1893659263', '2650542502', '1807191825']",1,"['5444420665', '2218223525', '579922049', '2170470811', '2542436612', '577229168']",:转发微博 $:周末赶集走起呦！ $:这周市集我们的新小米下来了会带些，土豆放一段时间越来越好吃了。从返乡到现在产品基本定位了，接下来需要进一步把土地改良好。为大家保持健康的产品没问题的前提下就是提升口感了。一步一个脚印踏实的走下去还是那句话 “把良心种到地里，良心在一切都在”。 $:明天是崇文门市集，我们家会带来山货：蓝莓酱，蓝莓汁，蔓越莓酱，蔓越莓汁，花草茶，玫瑰酱。另外，我们还会带来今年的新品：古源大南瓜，自家种的。还有一个就是土蘑，很鲜很香的野蘑菇。我们还会带去松仁，松籽，松果，让大家充分了解松仁的每一个细节。 $: 乐活村参加周末崇文门和三元桥市集，产品有鸡、鸡蛋、玫瑰纯露、山楂干和山楂果酱。 $:乐活村参加周末崇文门和三元桥市集，产品有鸡、鸡蛋、玫瑰纯露、山楂干和山楂果酱。 ,2,"['1980351653', '1980351653', '1871740373', '2218223525', '2698959362', '2170470811']",:[好]谢谢，明天去看看[嘻嘻]$有卖嫩姜的吗？$周日还有大集吗？预报说雾霾很严重……$周末赶集走起呦！$天津有这样的集市吗$明天是崇文门市集，我们家会带来山货：蓝莓酱，蓝莓汁，蔓越莓酱，蔓越莓汁，花草茶，玫瑰酱。另外，我们还会带来今年的新品：古源大南瓜，自家种的。还有一个就是土蘑，很鲜很香的野蘑菇。我们还会带去松仁，松籽，松果，让大家充分了解松仁的每一个细节。
34,新磨小米已经下来了，需要的赶快淘宝微店拍吧！ ​​​,2016-11-4,3,"['5597189830', '5205600457', '2435587595']",1,['6018688888'], 好黄的小米 ,2,"['6018688888', '579922049']", 好黄的小米$:好的
35,特价胡萝卜有要的没？虫咬的，长得丑的，个头太大，不影响食用，自己家吃很实惠，送给不注重外貌只注重内涵的亲！[坏笑][兔子][围观]http://t.cn/RVYk3Qa ​​​,2016-10-27,2,['1762097564'],3,"['3192497570', '1421141511', '1421141511', '579922049', '1404651352']", 家今年胡萝卜长得个头大了，[笑cry]不太好看，特价优惠销售大家看过来~[哈哈] $:还有要的没？下午可以发货哦[可爱][亲亲][耶] $:还有要的没？下午可以发货哦[可爱][亲亲][耶] $:还有要的没？下午可以发货哦[可爱][亲亲][耶] $ 家今年胡萝卜长得个头大了，[笑cry]不太好看，特价优惠销售大家看过来~[哈哈] ,0,[],
36,特价胡萝卜有要的没？虫咬的，长得丑的，个头太大，不影响食用，自己家吃很实惠，送给不注重外貌只注重内涵的亲！[坏笑][兔子][围观]http://t.cn/RVYk3Qa ​​​,2016-10-26,1,['1762097564'],7,"['3192497570', '1421141511', '1421141511', '1404651352']", 家今年胡萝卜长得个头大了，[笑cry]不太好看，特价优惠销售大家看过来~[哈哈] $:还有要的没？下午可以发货哦[可爱][亲亲][耶] $:还有要的没？下午可以发货哦[可爱][亲亲][耶] $ 家今年胡萝卜长得个头大了，[笑cry]不太好看，特价优惠销售大家看过来~[哈哈] ,0,[],
37,已经进入秋末，北方幸苦多半年的农民开始闲下来了。为了产出更好的大杏仁给杏树地增加有机质，我们请来了广州沃土池田秀夫弟子彭月丽老师作指导。山路崎岖只能用骡子车把彭老师接到地里，现场指导穴贮堆肥技术。我们这里四季干旱有机质含量少，只要增加1%的有机质就会提高保水保肥4到6倍。一定要好好做 ​​​,2016-10-25,4,"['1646189380', '1787139617', '1747037187', '2435587595']",3,['6018688888'], 骡子大车 ,1,['6018688888'], 骡子大车
38,美味的芝士焗土豆泥做法~超简单，学不会你打我#烘焙很简单YOU# ​​​,2016-10-25,1,"['6104676268', '2115275054', '5040130233', '3886734780', '5220226279', '2037172724', '1888818523', '5372689849', '5017303537', '1746479447']",0,[],,0,[],
39,今年胡萝卜种的有点稀再加上原来种过土豆的地上了好多羊粪，所以就长成现在很大的样子。明年我们会把选种种植的视频一步一步拍好，让大家看的详细吃的放心。大家最近的疑问很多我觉得是我们没有做到透明化没有让大家提前知道造成的。谢谢你们的关心！我们会做好的。 ​​​,2016-10-20,4,"['5866531868', '1817858667', '2435587595', '1966000347']",8,"['2435587595', '2296102483', '1879995955']",:我想挖個地窖，[月亮]藏胡蘿蔔土豆洋蔥大白菜青蘿蔔。 $:我家就是怀来的，真心觉得你们不容易，务农不是城里人想象的那样简单，农耕所付出的一点一滴都真心不易，敬佩你们 $:我家就是怀来的，真心觉得你们不容易，务农不是城里人想象的那样简单，农耕所付出的一点一滴都真心不易，敬佩你们 ,6,"['579922049', '579922049', '1132867614', '1106368290']",:谢谢老乡理解，好多人认为色自己热爱农业不断加入其中，其实农业是要承担风险和身体的劳累还有短期没效益。结果受不了只能赔钱退出。我们整整一年在地里劳作真是风里来雨里去，好的客户还理解，遇见难缠的还要被诋毁。希望人们能理解农业，农业是一切的生存资本。$:谢谢，加油$转基因的吗$很虚心，一定会越来越好的。加油[干杯]
40,#开集通知#本周末双集！周六10:00-13:00，崇文门新活馆二楼；周日10:00-13:00，三元桥凤凰商街。[围观][围观]两大亮点：生态种植的西畔山洲靠谱橘子到京，无农药化肥除草剂保鲜剂。去年酸甜有滋味的橘子一定给大家带来深刻印象，周末双集，捐赠二手袋在市集接待处有橘子赠送，欢迎大家多多赶集购买！ ​​​ 全文,2016-10-20,2,"['1193232584', '2405698917', '2704439943', '1746789302']",2,"['1899919855', '51795279', '111989426', '2218223525', '2703530915', '3082403235', '1482254622']",:转发微博 $:天气降温，来碗醪糟，煮个鸡蛋。 $ $:本周活动好丰富啊[色][色][色]！ $:终于可以轻松赶集了朋友们，周末见哈[嘻嘻][嘻嘻][礼物] $ ，有荞麦面啦，先到先得哈 $:周日要去逛二手厨房市集，淘换点漂亮的厨具 ,6,"['5624132269', '2736199113', '51795279', '2218223525', '2660105920', '577229168', '2082552647']",大家好！我是芦花春品牌联合创始人之一，我是一个来自农村，定居于城市，又回到广阔天地的新农人。 2015年3月，我和我的小伙伴们辞去国企稳定的工作，回到农村，承包120多亩天然杏树林，与山东省汶上县芦花鸡协会（芦花鸡产地）进行引种合作，成立芦花鸡协会蔚县分会，致力于打造农村到餐桌零环节的24 $橘子多少钱一斤？$天气降温，来碗醪糟，煮个鸡蛋。$本周活动好丰富啊[色][色][色]！$:[嘻嘻]$乐活村参加周末双集，鸡蛋优惠，50元三盒，树熟山楂开卖，自己做果酱的朋友可以动手了。$求微店链接[來][來]
41,开花馒头好吃有营养一定要用麸子胚芽面。我家的小麦胚芽全在细麸子里。 张家口·张纪镇 ​​​,2016-10-17,5,"['5309498028', '2603079851', '5015360535', '2435587595', '3311927983', '5120313855', '2688788590', '2672969447']",5,"['3831457732', '3192497570', '1418390662', '5466319451', '579922049', '5269279653']",:面粉又开始卖了，新麦磨出好面粉。 $:面粉又开始卖了，新麦磨出好面粉。 $:面粉又开始卖了，新麦磨出好面粉。 $:面粉又开始卖了，新麦磨出好面粉。 $:面粉又开始卖了，新麦磨出好面粉。 $:转发微博 ,13,"['1025894963', '1502353905', '579922049', '1502353905', '579922049', '1502353905', '579922049', '1244491982']",下单去$:噢，等天儿凉$:[嘻嘻]主要是馒头不好运输，怕路上坏了，我手艺也不行，不是每次都蒸得那么好。$:亲懒，亲笨，亲不会蒸馒头$:不卖馒头，只卖面粉，亲！$买馒头啊想$，亲，你好，这个是细麸子，您可以和精面粉一起买，想吃饺子面条不用掺，想吃馒头老板就加一点细麸子，还有全麦粉：$麸子胚芽面去哪买？
42,今年的土豆基本丰收，胡萝卜在家里已经被预定完了，只是洋葱今年第一年种没经验收的太早损失挺大。不过这样的损失已经考虑到了。做农业开心是最重要的，所以大家买到我们的每一样产品都会带着幸福和快乐。希望多多支持我们！@北京有机农夫市集 这周市集不见不散。 ​​​,2016-10-13,10,"['3895933996', '3610747952', '1273076681', '1106368290', '1746789302', '1596858933', '1958196611', '5363395737', '2435587595', '1274539005']",2,['3192497570'],:慢慢来会有更大成功和惊喜的 ,5,"['579922049', '2835255735', '2435587595', '1106368290', '2649328897']",:不用预定直接在淘宝拍就可以$这个土豆好，可以预定不$最後一圖，頭巾讓我想起了我母親。$慢慢来会有更大成功和惊喜的$恭喜！
43,北京有机农夫市集的集友们:谁家有闲置的二手儿童自行车，4周岁孩子骑的，想用我家粮食换一辆，有意交换的私信我，我们参加周六五彩城的市集[微笑][鲜花][可爱]@北京有机农夫市集 ​​​,2016-10-12,0,[],0,[],,0,[],
44,我们又要开始赶集了@北京有机农夫市集 ，忙了大半年付出的劳动终于有了收获。感谢各位的不断支持，我们只想做好自己的每一个产品，并把它实时的提供给大家。健康没有污染是一方面但口感和品相同样重要。10月1号我们相聚北京三元桥凤凰汇。 ​​​,2016-9-28,3,"['5535980649', '2435587595', '1746789302']",1,[],,3,"['5609144631', '579922049', '1007666255']",请问红皮、黄皮土豆有什么不同？$:谢谢[微笑]$好漂亮
45,土豆，洋葱，胡萝卜好吃不贵，京津冀满120元还包邮。 ​​​,2016-9-25,1,"['1106368290', '1746789302']",0,[],,0,[],
46,http://t.cn/RcRxYZG这是我家淘宝链接，希望大家没事来逛逛。支持一下返乡青年回乡创业！ ​​​,2016-9-25,0,[],0,[],,0,[],
47,土豆，洋葱，胡萝卜好吃不贵，京津冀满120元还包邮。 ​​​,2016-9-25,2,"['1106368290', '1746789302']",2,['579922049'], 同步开卖！ ,0,[],
48,今天到新胡萝卜土豆，胡萝卜是昨天刚挖的，很新鲜，比上一批还甜，多长了几天，糖分增加了，趁着新鲜，朋友们快快品尝吧！[来][太阳][鲜花]。土豆争取下午上架[强壮][礼花][礼花] ​​​,2016-9-24,5,"['2897616841', '2435587595', '1918547924', '1687274110', '1400284633']",0,[],,6,"['579922049', '5794005401', '579922049', '579922049', '2232081484']",:嗯，心里想的是萝卜丝，结果一不小心做成了萝卜条[哈哈]$这萝卜丝够粗的呀！[嘻嘻]$，亲，您好，这个就是我家淘宝店$:是的，损耗大$求购链接[鮮花]
49,每年的9月中旬，都是我家脆枣成熟的季节，那咬一口甜在舌尖，继而甜在喉咙的感觉，只有在这个金秋才能感觉到，当然，也可能咬一口有虫子，但是我们就是容许虫子的存在，万物都有它存在的道理。脆枣属于新鲜水果，保质期短，今年也产量非常少，就这几天有，喜欢吃的新就不要犹豫啦http://t.cn/RcXCFNc ​​​,2016-9-15,4,"['1807333660', '2435587595', '1600278553', '1746789302']",0,[],,0,[],
50,今年的洋葱第一次在坝上高原种植，看上去可能不太喜人但吃起来绝对和市场上的有很大区别。生吃甘甜辣味浓郁，不信你可以试试！ ​​​,2016-9-14,5,"['2435587595', '2832006010', '1574089282', '1746789302', '1579456631']",2,['2676751403'],:什么时候来赶集啊 ,7,"['2006702311', '579922049', '579922049', '1773505190', '579922049', '1579456631']",原来洋葱长这样的[噢耶][噢耶]$:20号以后$，可以买到我们的洋葱和其他农产品哦！$怎么卖？$:快了，争取参加国庆节的市集[嘻嘻]$什么时候来赶集啊
51,有机方式种植红腰豆上架啦！喜欢的亲可以拍吧！http://t.cn/RcIl6mx，少量的生杏仁：http://t.cn/RcIl6mM ​​​,2016-9-12,1,['2435587595'],0,[],,1,['2435587595'],这个好吃
52,从种到收又经历了半年多，离开@北京有机农夫市集 日子很久了开始想念和大家在一起的日子。八月十五前后收获土豆胡萝卜洋葱，争取这个月能和大家在市集上见面。把今年的收获和喜悦与大家分享，返乡真好！ ​​​,2016-9-6,5,"['1106368290', '3326447130', '3687382451', '2435587595', '1766724564']",5,"['3192497570', '1495128067']",:期待！[鼓掌][鼓掌] $:转发微博 ,5,"['579922049', '3953416572', '2435587595', '579922049', '2357422525']",:图三是女主人与土豆花[可爱]$图三是什么呀$:[握手][色]$:明年夏天来吧，我们已经会做，凉皮，煎饼，果丹皮等，下一步做豆腐。$期待！
53,京张高速铁路开修了，以后大家来张家口方便多了，感兴趣的可以来我们地里看看！[嘻嘻][偷笑][围观][威武][赞][挤眼] ​​​,2016-9-3,4,"['1746587555', '2435587595', '2028653910', '1657860211']",0,[],,0,[],
54,分享图片：欣赏一下女青年的原生态老家，空气贼好！在家里待的每一天都是享受！回家真好，回家做生态农业真真儿得更好！ ​​​,2016-9-3,7,"['2740066065', '2933564277', '2435587595', '2028653910', '3798723780', '3192080692', '1762097564']",0,[],,1,[],
55,胡萝卜、洋葱少量上市，http://t.cn/RcAmCS9更有胡萝卜加洋葱5斤组合装，46元大部分地区包邮：http://t.cn/RcAmxks ​​​,2016-9-3,1,['2435587595'],0,[],,3,"['579922049', '2435587595', '579922049']",:[good]$:我把朋友圈关了。很难管住自己看的时间（太占用时间啦）。微博好，消息更新没有小红点提示。[哈哈]$:姐，你现在不玩微信了？好久没有看到你发朋友圈了。
